Date,Depth_m,Temp_C,DO_mgL
2023-07-26,1.0,29.11,8.27
2023-07-26,2.0,29.0,8.29
2023-07-26,3.0,28.94,8.3
2023-07-26,4.0,28.89,8.25
2023-07-26,5.0,28.67,8.37
2023-07-26,6.0,28.44,8.34
2023-07-26,7.0,27.22,8.91
2023-07-26,8.0,25.22,9.69
2023-07-26,9.0,23.5,9.09
2023-07-26,10.0,21.72,7.25
2023-07-26,11.0,20.56,6.12
2023-07-26,12.0,19.06,5.07
2023-07-26,13.0,17.5,4.08
2023-07-26,14.0,16.78,3.56
2023-07-26,15.0,15.94,3.12
2023-07-26,16.0,15.39,2.87
2023-07-26,17.0,14.56,2.68
2023-07-26,18.0,14.0,2.64
2023-07-26,19.0,13.61,2.52
2023-07-26,20.0,13.17,2.24
2023-07-26,22.0,12.83,2.23
2023-07-26,24.0,12.61,2.19
2023-07-26,26.0,12.33,2.22
2023-07-26,28.0,12.0,2.41
2023-07-26,30.0,11.72,2.3
2023-07-26,35.0,10.89,0.67
2023-07-26,40.0,10.56,0.25
2023-07-26,43.52,10.5,0.23
2023-08-21,0.1,29.17,8.28
2023-08-21,1.0,28.83,8.33
2023-08-21,2.0,28.72,8.34
2023-08-21,3.0,28.67,8.32
2023-08-21,4.0,28.61,8.23
2023-08-21,5.0,28.56,8.22
2023-08-21,6.0,28.28,8.25
2023-08-21,7.0,28.11,8.29
2023-08-21,8.0,27.94,8.23
2023-08-21,9.0,26.5,8.6
2023-08-21,10.0,24.44,7.88
2023-08-21,11.0,22.39,5.32
2023-08-21,12.0,20.56,3.17
2023-08-21,13.0,19.17,1.88
2023-08-21,14.0,17.67,1.12
2023-08-21,15.0,16.72,0.89
2023-08-21,16.0,15.89,0.76
2023-08-21,17.0,15.06,0.81
2023-08-21,18.0,14.39,0.94
2023-08-21,19.0,13.83,0.97
2023-08-21,20.0,13.67,0.96
2023-08-21,22.0,13.28,0.99
2023-08-21,24.0,13.06,0.98
2023-08-21,26.0,12.78,1.11
2023-08-21,28.0,12.44,1.23
2023-08-21,30.0,12.11,0.94
2023-08-21,35.0,11.33,0.17
2023-08-21,40.0,10.94,0.12
2023-08-21,40.8,10.94,0.11
2023-09-20,0.1,26.17,7.61
2023-09-20,1.0,26.11,7.66
2023-09-20,2.0,26.06,7.66
2023-09-20,3.0,26.06,7.62
2023-09-20,4.0,26.06,7.59
2023-09-20,5.0,26.0,7.53
2023-09-20,6.0,26.0,7.51
2023-09-20,7.0,26.0,7.5
2023-09-20,8.0,26.0,7.49
2023-09-20,9.0,26.0,7.47
2023-09-20,10.0,25.94,7.47
2023-09-20,11.0,25.94,7.47
2023-09-20,12.0,24.94,4.22
2023-09-20,13.0,22.28,1.0
2023-09-20,14.0,20.17,0.4
2023-09-20,15.0,19.17,0.34
2023-09-20,16.0,18.0,0.31
2023-09-20,17.0,16.89,0.29
2023-09-20,18.0,16.06,0.28
2023-09-20,19.0,15.33,0.27
2023-09-20,20.0,14.72,0.27
2023-09-20,22.0,14.22,0.28
2023-09-20,24.0,13.94,0.27
2023-09-20,26.0,13.5,0.27
2023-09-20,28.0,13.17,0.31
2023-09-20,30.0,12.83,0.25
2023-09-20,35.0,11.83,0.24
2023-09-20,40.0,11.44,0.23
2023-09-20,42.55,11.33,0.23
2023-10-18,0.1,20.85,7.64
2023-10-18,1.0,20.77,7.63
2023-10-18,2.0,20.72,7.63
2023-10-18,3.0,20.69,7.61
2023-10-18,4.0,20.66,7.58
2023-10-18,5.0,20.65,7.55
2023-10-18,6.0,20.63,7.53
2023-10-18,7.0,20.63,7.52
2023-10-18,8.0,20.62,7.49
2023-10-18,9.0,20.62,7.49
2023-10-18,10.0,20.62,7.48
2023-10-18,11.0,20.61,7.47
2023-10-18,12.0,20.61,7.47
2023-10-18,13.0,20.61,7.46
2023-10-18,14.0,20.6,7.44
2023-10-18,15.0,20.6,7.47
2023-10-18,16.0,20.57,7.4
2023-10-18,17.0,18.01,2.17
2023-10-18,18.0,17.17,0.68
2023-10-18,19.0,15.99,0.48
2023-10-18,20.0,15.24,0.39
2023-10-18,22.0,14.71,0.35
2023-10-18,24.0,14.31,0.33
2023-10-18,26.0,14.08,0.32
2023-10-18,28.0,13.77,0.31
2023-10-18,30.0,13.28,0.3
2023-10-18,35.0,12.46,0.29
2023-10-18,37.47,12.12,0.29
2024-04-18,0.1,16.95,9.8
2024-04-18,1.0,16.85,9.85
2024-04-18,2.0,16.32,9.95
2024-04-18,3.0,15.93,9.99
2024-04-18,4.0,15.29,10.04
2024-04-18,5.0,14.77,10.1
2024-04-18,6.0,14.55,10.06
2024-04-18,7.0,14.41,9.98
2024-04-18,8.0,14.15,9.82
2024-04-18,9.0,13.92,9.68
2024-04-18,10.0,13.86,9.69
2024-04-18,11.0,13.77,9.56
2024-04-18,12.0,13.63,9.49
2024-04-18,13.0,13.55,9.47
2024-04-18,14.0,13.27,9.41
2024-04-18,15.0,12.46,9.09
2024-04-18,16.0,12.15,8.99
2024-04-18,17.0,11.56,8.64
2024-04-18,18.0,11.04,8.36
2024-04-18,19.0,10.81,8.19
2024-04-18,20.0,10.5,7.94
2024-04-18,22.0,10.24,7.68
2024-04-18,24.0,10.1,7.57
2024-04-18,26.0,9.84,7.45
2024-04-18,28.0,9.47,7.25
2024-04-18,30.0,9.36,7.16
2024-04-18,35.0,9.07,6.64
2024-06-05,0.1,25.4,8.77
2024-06-05,1.0,25.3,8.82
2024-06-05,2.0,25.2,8.87
2024-06-05,3.0,25.2,8.88
2024-06-05,4.0,25.1,8.88
2024-06-05,5.0,24.8,8.91
2024-06-05,6.0,23.9,8.9
2024-06-05,7.0,20.4,9.59
2024-06-05,8.0,18.2,9.58
2024-06-05,9.0,17.1,9.27
2024-06-05,10.0,16.3,8.97
2024-06-05,11.0,15.7,8.62
2024-06-05,12.0,14.8,8.05
2024-06-05,13.0,14.3,7.73
2024-06-05,14.0,13.8,7.57
2024-06-05,15.0,13.4,7.09
2024-06-05,16.0,13.1,6.91
2024-06-05,17.0,12.6,6.66
2024-06-05,18.0,12.4,6.61
2024-06-05,19.0,12.2,6.42
2024-06-05,20.0,11.6,6.14
2024-06-05,22.0,11.2,5.93
2024-06-05,24.0,11.0,5.86
2024-06-05,26.0,10.8,5.85
2024-06-05,28.0,10.6,5.8
2024-06-05,30.0,10.3,5.64
2024-06-05,32.0,9.83,5.22
2024-07-29,0.1,28.7,8.04
2024-07-29,1.0,28.65,8.08
2024-07-29,3.0,28.46,8.09
2024-07-29,4.0,28.43,8.08
2024-07-29,5.0,28.41,8.07
2024-07-29,6.0,28.38,8.04
2024-07-29,7.0,25.58,8.8
2024-07-29,9.0,22.72,8.46
2024-07-29,10.0,20.09,6.82
2024-07-29,11.0,17.36,5.52
2024-07-29,12.0,16.3,5.17
2024-07-29,13.0,15.65,4.78
2024-07-29,14.0,14.9,4.32
2024-07-29,15.0,14.27,3.97
2024-07-29,16.0,13.66,3.77
2024-07-29,17.0,13.16,3.35
2024-07-29,18.0,12.97,3.47
2024-07-29,19.0,12.55,3.28
2024-07-29,20.0,12.31,3.16
2024-07-29,22.0,12.01,3.1
2024-07-29,24.0,11.78,3.12
2024-07-29,26.0,11.6,3.21
2024-07-29,28.0,11.33,3.44
2024-07-29,30.0,11.09,3.44
2024-07-29,35.0,10.11,1.12
2024-07-29,40.0,9.85,0.3
2024-07-29,43.26,9.8,0.27
2024-08-22,0.1,27.94,7.97
2024-08-22,1.0,27.94,7.96
2024-08-22,2.0,27.94,7.97
2024-08-22,3.0,27.94,7.96
2024-08-22,4.0,27.89,7.95
2024-08-22,5.0,27.89,7.94
2024-08-22,6.0,27.89,7.94
2024-08-22,7.0,27.89,7.93
2024-08-22,8.0,27.89,7.93
2024-08-22,9.0,27.89,7.92
2024-08-22,10.0,27.89,7.92
2024-08-22,11.0,27.61,7.83
2024-08-22,12.0,21.67,5.17
2024-08-22,13.0,18.83,3.75
2024-08-22,14.0,17.17,3.01
2024-08-22,15.0,15.5,2.25
2024-08-22,16.0,14.83,2.06
2024-08-22,17.0,14.06,2.01
2024-08-22,18.0,13.5,2.07
2024-08-22,19.0,13.22,2.06
2024-08-22,20.0,12.94,2.09
2024-08-22,22.0,12.67,2.08
2024-08-22,24.0,12.33,2.13
2024-08-22,26.0,12.11,2.26
2024-08-22,28.0,11.83,2.42
2024-08-22,30.0,11.67,2.39
2024-08-22,35.0,10.67,0.72
2024-08-22,40.0,10.22,0.29
2024-08-22,45.0,10.11,0.27
2024-08-22,46.0,10.06,0.25
2024-09-18,0.1,22.55,7.81
2024-09-18,1.0,22.55,7.82
2024-09-18,2.0,22.5,7.81
2024-09-18,3.0,22.5,7.8
2024-09-18,4.0,22.5,7.78
2024-09-18,5.0,22.5,7.77
2024-09-18,6.0,22.5,7.75
2024-09-18,7.0,22.5,7.73
2024-09-18,8.0,22.5,7.71
2024-09-18,9.0,22.5,7.69
2024-09-18,10.0,22.5,7.66
2024-09-18,11.0,22.5,7.65
2024-09-18,12.0,22.5,7.62
2024-09-18,13.0,22.5,7.59
2024-09-18,14.0,22.35,7.55
2024-09-18,15.0,18.8,2.96
2024-09-18,16.0,15.4,0.67
2024-09-18,17.0,14.55,0.66
2024-09-18,18.0,13.9,0.68
2024-09-18,19.0,13.55,0.77
2024-09-18,20.0,13.2,0.82
2024-09-18,22.0,12.9,0.86
2024-09-18,24.0,12.7,0.87
2024-09-18,26.0,12.5,0.88
2024-09-18,28.0,12.35,0.98
2024-09-18,30.0,12.15,1.17
2024-09-18,35.0,11.9,1.25
2024-09-18,40.0,10.95,0.37
2024-09-18,45.0,10.6,0.3
2024-10-03,0.1,24.4,8.04
2024-10-03,1.0,24.3,8.05
2024-10-03,2.0,24.2,8.08
2024-10-03,3.0,24.1,8.07
2024-10-03,4.0,24.1,8.07
2024-10-03,5.0,24.0,8.03
2024-10-03,6.0,24.0,7.95
2024-10-03,7.0,24.0,7.89
2024-10-03,8.0,23.8,7.69
2024-10-03,9.0,23.7,7.45
2024-10-03,10.0,23.6,7.33
2024-10-03,11.0,23.6,7.12
2024-10-03,12.0,23.2,6.41
2024-10-03,13.0,22.6,5.01
2024-10-03,14.0,21.6,3.95
2024-10-03,15.0,19.2,1.56
2024-10-03,16.0,16.9,0.76
2024-10-03,17.0,15.8,0.4
2024-10-03,18.0,14.9,0.37
2024-10-03,19.0,14.2,0.38
2024-10-03,20.0,13.8,0.36
2024-10-03,22.0,13.4,0.4
2024-10-03,24.0,13.2,0.38
2024-10-03,26.0,12.9,0.35
2024-10-03,28.0,12.7,0.41
2024-10-03,30.0,12.3,0.63
2024-10-03,35.0,11.6,0.26
2024-10-03,40.0,11.1,0.24
2024-10-03,45.0,10.7,0.24
2025-04-30,0.1,22.46,9.21
2025-04-30,1.0,22.14,9.38
2025-04-30,2.0,21.8,9.53
2025-04-30,3.0,21.53,9.69
2025-04-30,4.0,21.22,9.66
2025-04-30,5.0,19.98,9.99
2025-04-30,6.0,17.78,10.25
2025-04-30,7.0,16.05,10.74
2025-04-30,8.0,15.18,10.69
2025-04-30,9.0,14.13,10.38
2025-04-30,10.0,13.63,10.25
2025-04-30,11.0,12.91,10.04
2025-04-30,12.0,11.91,9.74
2025-04-30,13.0,11.38,9.54
2025-04-30,14.0,11.04,9.29
2025-04-30,15.0,10.65,8.98
2025-04-30,16.0,10.44,8.77
2025-04-30,17.0,10.25,8.61
2025-04-30,18.0,10.07,8.32
2025-04-30,19.0,9.96,8.26
2025-04-30,20.0,9.95,8.21
2025-04-30,22.0,9.85,8.19
2025-04-30,24.0,9.8,8.17
2025-04-30,26.0,9.62,8.16
2025-04-30,27.0,9.39,8.12
2025-04-30,28.0,9.11,7.97
2025-04-30,29.0,8.84,7.62
2025-04-30,30.0,8.68,7.33
2025-04-30,35.0,8.48,6.73
2025-04-30,40.0,8.44,6.52
2025-05-07,0.1,20.73,9.3
2025-05-07,1.0,20.66,9.33
2025-05-07,2.0,20.66,9.32
2025-05-07,3.0,20.63,9.33
2025-05-07,4.0,20.05,9.66
2025-05-07,5.0,18.66,10.52
2025-05-07,6.0,17.22,10.87
2025-05-07,7.0,16.5,10.74
2025-05-07,8.0,16.02,10.76
2025-05-07,9.0,15.56,10.75
2025-05-07,10.0,14.77,10.46
2025-05-07,11.0,13.99,10.14
2025-05-07,12.0,13.56,10.01
2025-05-07,13.0,12.64,9.77
2025-05-07,14.0,11.77,9.44
2025-05-07,15.0,11.44,9.23
2025-05-07,16.0,11.21,9.07
2025-05-07,17.0,10.83,8.8
2025-05-07,18.0,10.46,8.42
2025-05-07,19.0,10.34,8.27
2025-05-07,20.0,10.13,8.01
2025-05-07,22.0,10.01,7.96
2025-05-07,24.0,9.87,7.84
2025-05-07,26.0,9.72,7.89
2025-05-07,28.0,9.44,7.89
2025-05-07,30.0,9.17,7.76
2025-05-07,35.0,8.61,6.69
2025-06-04,0.1,23.83,8.85
2025-06-04,1.0,23.63,8.9
2025-06-04,2.0,23.46,8.94
2025-06-04,3.0,23.36,8.97
2025-06-04,4.0,23.3,8.99
2025-06-04,5.0,23.3,8.99
2025-06-04,6.0,23.29,8.98
2025-06-04,7.0,23.09,8.97
2025-06-04,8.0,21.75,9.04
2025-06-04,9.0,21.31,9.1
2025-06-04,10.0,19.87,8.9
2025-06-04,11.0,18.08,8.77
2025-06-04,12.0,16.29,8.56
2025-06-04,13.0,14.73,8.28
2025-06-04,14.0,13.83,8.0
2025-06-04,15.0,12.96,7.82
2025-06-04,16.0,12.33,7.6
2025-06-04,17.0,11.81,7.4
2025-06-04,18.0,11.33,7.22
2025-06-04,19.0,11.11,7.06
2025-06-04,20.0,10.83,6.96
2025-06-04,22.0,10.54,6.8
2025-06-04,24.0,10.32,6.83
2025-06-04,26.0,10.11,6.88
2025-06-04,28.0,9.89,6.87
2025-06-04,30.0,9.62,6.68
2025-06-04,35.0,9.11,5.8
2025-06-04,39.75,8.9,4.7
2025-07-07,0.1,29.66,7.82
2025-07-07,1.0,29.64,7.83
2025-07-07,2.0,29.61,7.85
2025-07-07,3.0,29.57,7.84
2025-07-07,4.0,29.53,7.82
2025-07-07,5.0,29.51,7.78
2025-07-07,6.0,27.81,8.44
2025-07-07,7.0,24.84,9.17
2025-07-07,8.0,22.53,9.32
2025-07-07,9.0,20.68,8.49
2025-07-07,10.0,19.63,7.62
2025-07-07,11.0,18.3,7.0
2025-07-07,12.0,17.45,6.84
2025-07-07,13.0,16.47,6.76
2025-07-07,14.0,15.3,6.54
2025-07-07,15.0,13.83,6.13
2025-07-07,16.0,13.0,5.78
2025-07-07,17.0,12.52,5.62
2025-07-07,18.0,12.11,5.53
2025-07-07,19.0,11.6,5.22
2025-07-07,20.0,11.39,5.17
2025-07-07,22.0,11.2,5.05
2025-07-07,24.0,11.03,5.07
2025-07-07,26.0,10.78,5.21
2025-07-07,28.0,10.58,5.4
2025-07-07,30.0,10.19,5.31
2025-07-07,35.0,9.5,4.02
2025-07-07,37.38,9.32,2.96
2025-10-07,0.1,23.87,7.91
2025-10-07,1.0,23.88,7.87
2025-10-07,2.0,23.88,7.85
2025-10-07,3.0,23.88,7.87
2025-10-07,4.0,23.88,7.87
2025-10-07,5.0,23.88,7.86
2025-10-07,6.0,23.87,7.85
2025-10-07,7.0,23.87,7.85
2025-10-07,8.0,23.87,7.85
2025-10-07,9.0,23.87,7.85
2025-10-07,10.0,23.87,7.86
2025-10-07,11.0,23.86,7.84
2025-10-07,12.0,23.86,7.84
2025-10-07,13.0,23.86,7.83
2025-10-07,14.0,23.86,7.82
2025-10-07,15.0,23.84,7.81
2025-10-07,16.0,17.95,1.78
2025-10-07,17.0,16.43,0.77
2025-10-07,18.0,15.52,0.61
2025-10-07,19.0,14.38,0.55
2025-10-07,20.0,13.71,0.59
2025-10-07,22.0,13.3,0.65
2025-10-07,24.0,12.95,0.7
2025-10-07,26.0,12.67,0.74
2025-10-07,28.0,12.38,0.86
2025-10-07,30.0,12.16,1.09
2025-10-07,35.0,11.34,0.57
2025-10-07,40.0,10.6,0.46
